sa2_main11,sa2_name11,year,Average Super,Average Investment Income,Average other income,Total income earners,Total income,Average total income,Average Wage and salary income
119021364,Kingsgrove (North) - Earlwood,2009,21095,6245,2798,12606,585,46403,49468
119021365,Lakemba - Wiley Park,2009,15932,1836,2976,10865,358,32961,35597
119021366,Punchbowl,2009,19707,2738,2371,8812,329,37277,40505
119021367,Roselands,2009,21161,2861,2211,6154,233,37803,41218
119031368,Hurstville,2009,21170,4320,2802,11922,477,40031,42249
119031369,Mortdale - Penshurst,2009,22793,7600,3037,13627,708,51922,52445
119031370,Narwee - Beverly Hills,2009,25928,3951,1788,7042,295,41828,46020
119031371,Oatley - Hurstville Grove,2009,22570,7309,3044,7297,366,50210,50884
119031372,Peakhurst - Lugarno,2009,21903,6139,2066,9371,423,45183,47822
119031373,Riverwood,2009,21885,6129,2065,5086,230,45163,47805
119031374,South Hurstville - Blakehurst,2009,23552,12123,4648,13597,721,53035,50283
119041375,Arncliffe - Bardwell Valley,2009,24982,2792,2701,8216,352,42790,45827
119041376,Bexley,2009,23150,4470,2581,13817,607,43940,46826
119041377,Kingsgrove (South) - Bardwell Park,2009,22783,5043,3031,6532,288,44133,47289
119041378,Kogarah,2009,26016,5375,3124,5914,263,44417,46639
119041379,Kogarah Bay - Carlton - Allawah,2009,21456,3774,2845,8709,378,43396,46017
119041380,Monterey - Brighton-le-Sands - Kyeemagh,2009,24301,4618,2805,8094,342,42292,43990
119041381,Rockdale - Banksia,2009,23330,4168,2596,11306,468,41381,42948
119041382,Sans Souci - Ramsgate,2009,24870,9671,3074,8575,435,50705,52216
120011383,Concord - Mortlake - Cabarita,2009,22815,9338,4321,11435,681,59513,59503
120011384,Concord West - North Strathfield,2009,21300,5707,2995,9586,516,53844,55620
120011385,Drummoyne - Rodd Point,2009,25412,13444,5169,10736,779,72548,69271
120011386,Five Dock - Abbotsford,2009,23042,8406,4532,11442,722,63116,64590
120021387,Balmain,2009,31560,20181,9314,9933,947,95330,84935
120021388,Leichhardt - Annandale,2009,25668,6609,4564,14710,1004,68236,66912
120021389,Lilyfield - Rozelle,2009,27146,6618,4737,8167,600,73433,73093
120031390,Ashfield,2009,19289,4888,2962,14012,615,43857,44812
120031391,Burwood - Croydon,2009,23881,6461,3668,12365,550,44504,45009
120031392,Canterbury (North) - Ashbury,2009,22658,3176,3004,5188,238,45802,48524
120031393,Croydon Park - Enfield,2009,22870,4099,2598,9271,423,45622,48279
120031394,Dulwich Hill - Lewisham,2009,21050,3331,2725,9534,510,53517,54537
120031395,Haberfield - Summer Hill,2009,24991,7863,3833,8181,498,60833,59376
120031396,Homebush,2009,19986,4513,3315,7053,307,43490,43268
120031397,Strathfield,2009,21084,13120,3934,16432,850,51709,45671
121011398,Chatswood (East) - Artarmon,2009,23108,12262,6028,16300,1061,65115,62367
121011399,Chatswood (West) - Lane Cove North,2009,24031,14422,6505,11483,793,69020,65603
121011400,Lane Cove - Greenwich,2009,25624,16016,7325,15297,1213,79286,72644
121011401,St Leonards - Naremburn,2009,26922,14205,4970,6338,499,78698,73426
121011402,Willoughby - Castle Cove - Northbridge,2009,26922,26571,12832,15261,1485,97290,84298
121021403,Asquith - Mount Colah,2009,20528,4507,3154,10821,551,50921,53376
121021404,Berowra - Brooklyn - Cowan,2009,23429,3771,2865,6977,361,51744,54892
121021405,Hornsby - Waitara,2009,21831,6769,4002,17800,942,52922,54312
121021406,Normanhurst - Thornleigh - Westleigh,2009,23253,10661,5246,11180,687,61472,62080
121031407,Gordon - Killara,2009,26439,30951,9537,11521,1122,97343,85763
121031408,Lindfield - Roseville,2009,27573,27736,10396,13514,1310,96930,82465
121031409,Pymble,2009,31031,23116,8902,9787,842,85999,78035
121031410,St Ives,2009,22166,21143,9313,12152,920,75671,73352
121031411,Turramurra,2009,25520,22192,8791,11275,883,78295,73597
121031412,Wahroonga - Warrawee,2009,25147,19310,8424,10492,787,75027,69832
121041413,Cremorne - Cammeray,2009,27416,19207,15668,11903,1086,91231,83271
121041414,Crows Nest - Waverton,2009,27722,18200,5940,11489,943,82045,73647
121041415,Mosman,2009,34427,41985,37312,18456,2394,129720,103879
121041416,Neutral Bay - Kirribilli,2009,31669,21677,10473,12497,1091,87302,78283
121041417,North Sydney - Lavender Bay,2009,29103,32645,10133,6847,642,93780,75344
122011418,Balgowlah - Clontarf - Seaforth,2009,26237,21498,9910,11686,954,81660,74482
122011419,Manly - Fairlight,2009,23989,17073,8943,14372,1057,73523,68612
122021420,Avalon - Palm Beach,2009,28151,32815,7598,8040,598,74347,60166
122021421,Bayview - Elanora Heights,2009,27258,23994,10311,6647,441,66283,58304
122021422,Newport - Bilgola,2009,26448,23404,8025,8527,575,67451,59629
122021423,Warriewood - Mona Vale,2009,22092,11028,5524,13432,746,55570,55828
122031424,Beacon Hill - Narraweena,2009,22923,7331,3875,8133,421,51756,53116
122031425,Cromer,2009,21424,6595,3363,4529,228,50276,51282
122031426,Dee Why - North Curl Curl,2009,21303,6565,3342,14303,718,50214,51216
122031427,Forestville - Killarney Heights,2009,21991,10020,7343,7416,447,60268,64602
122031428,Frenchs Forest - Belrose,2009,24137,9780,3709,15419,891,57785,60323
122031429,Freshwater - Brookvale,2009,22768,10324,4623,12594,791,62814,62328
122031430,Manly Vale - Allambie Heights,2009,23935,13760,7658,9726,641,65876,63452
122031431,Narrabeen - Collaroy,2009,21152,12564,5990,14164,826,58341,56929
122031432,Terrey Hills - Duffys Forest,2009,22907,22824,25218,2266,162,71359,57392
123011433,Camden - Ellis Lane,2009,24352,7282,3123,6370,318,49849,50727
123011434,Elderslie - Harrington Park,2009,24718,3275,2997,8663,429,49538,51159
123011435,Mount Annan - Currans Hill,2009,24934,1606,2919,13066,646,49426,51300
123021436,Bradbury - Wedderburn,2009,23002,1451,2280,10183,435,42754,44582
123021437,Campbelltown - Woodbine,2009,22992,1451,2282,8372,358,42747,44574
123021438,Claymore - Eagle Vale - Raby,2009,22464,146,1853,10468,438,41843,43435
123021439,Holsworthy Military Area,2009,0,0,0,0,0,0,0
123021440,Ingleburn - Denham Court,2009,21651,4299,2741,9358,421,44989,45727
123021441,Leumeah - Minto Heights,2009,23037,1432,2266,8507,364,42738,44566
123021442,Macquarie Fields - Glenfield,2009,20361,828,2176,10185,414,40676,42992
123021443,Minto - St Andrews,2009,22111,686,1602,9720,409,42121,44034
123021444,Rosemeadow - Glen Alpine,2009,23117,1638,2252,10725,458,42705,44499
123031445,Bargo,2009,23356,2092,2902,2923,127,43265,46424
123031446,Douglas Park - Appin,2009,27104,5613,3117,4030,188,46612,47962
123031447,Picton - Tahmoor - Buxton,2009,24534,3867,2912,8335,374,44836,47516
123031448,The Oaks - Oakdale,2009,24328,7281,3125,4494,224,49854,50736
124011449,Blackheath - Megalong Valley,2009,20958,8198,3878,2932,119,40688,42944
124011450,Blaxland - Warrimoo - Lapstone,2009,26120,4162,2287,11549,583,50493,52393
124011451,Blue Mountains - North,2009,0,6899,0,16,1,45940,48138
124011452,Katoomba - Leura,2009,25701,7533,3750,6780,270,39830,41317
124011453,Lawson - Hazelbrook - Linden,2009,25890,2507,1882,5986,268,44730,47603
124011454,Springwood - Winmalee,2009,23738,3425,3044,12930,616,47633,50671
124011455,Wentworth Falls,2009,23749,7864,3193,3237,138,42621,45532
124021456,Blue Mountains - South,2009,0,2909,0,0,0,0,0
124031457,Cambridge Park,2009,20290,841,2363,8105,349,42997,44994
124031458,Castlereagh - Cranebrook,2009,22566,1971,2325,9343,424,45339,46715
124031459,Emu Plains - Leonay,2009,23270,2903,2447,7784,354,45481,47382
124031460,Glenmore Park - Regentville,2009,23139,3568,3264,11724,589,50242,51491
124031461,Jamisontown - South Penrith,2009,23189,2900,2448,9471,431,45479,47376
124031462,Kingswood - Werrington,2009,20207,841,2359,9164,394,42994,44993
124031463,Mulgoa - Luddenham - Orchard Hills,2009,24988,7578,2748,4026,202,50079,49869
124031464,Penrith,2009,23158,2886,2448,6622,301,45462,47362
124031465,Warragamba - Silverdale,2009,20721,2567,4641,2945,133,45183,47524
124041466,Richmond - Clarendon,2009,22120,5482,2635,7396,326,44085,45673
124041467,Windsor - Bligh Park,2009,22387,4210,2433,8748,386,44110,45190
124041468,Yarramundi - Londonderry,2009,22022,5955,3054,3742,164,43746,44819
124051469,Erskine Park,2009,23311,639,2016,4122,184,44571,46354
124051470,St Clair,2009,23398,671,2017,12272,547,44585,46351
124051471,St Marys - Colyton,2009,17761,1373,2900,12013,490,40759,42823
125011472,Auburn,2009,15764,1690,4370,14468,464,32087,34716
125011473,Homebush Bay - Silverwater,2009,32218,2981,3977,5161,288,55803,58570
125011474,Lidcombe - Regents Park,2009,20761,2308,2308,15415,577,37421,40277
125011475,Rookwood Cemetery,2009,0,0,0,0,0,0,24598
125021476,Carlingford,2009,21405,7230,2746,15058,744,49392,52290
125021477,Ermington - Rydalmere,2009,19372,3807,1909,9563,433,45251,47908
125021478,Oatlands - Dundas Valley,2009,23408,5600,2470,8750,411,46940,49184
125031479,Chester Hill - Sefton,2009,20451,2509,2045,7564,291,38410,41422
125031480,Fairfield - East,2009,18346,1490,2601,5732,208,36252,39160
125031481,Granville - Clyde,2009,17955,2067,2201,8375,314,37429,40131
125031482,Greystanes - Pemulwuy,2009,19263,2835,2118,12489,559,44768,47439
125031483,Guildford - South Granville,2009,18948,1699,1968,7742,289,37327,40491
125031484,Guildford West - Merrylands West,2009,19998,2257,1894,8426,321,38044,41238
125031485,Merrylands - Holroyd,2009,20004,2751,2002,12716,505,39697,42643
125031486,Smithfield Industrial,2009,0,1602,0,0,0,0,30527
125031487,Yennora Industrial,2009,0,598,57,0,0,0,0
125041488,Girraween - Westmead,2009,19256,2833,2116,13742,615,44768,47442
125041489,North Parramatta,2009,20555,3928,2931,11477,507,44199,45863
125041490,North Rocks,2009,21818,4497,3201,4001,191,47786,50345
125041491,Northmead,2009,20145,3246,2206,9176,433,47226,51044
125041492,Parramatta - Rosehill,2009,15381,2671,2028,13410,519,38700,39878
125041493,Toongabbie - Constitution Hill,2009,20636,2539,1813,11283,504,44630,47615
125041494,Winston Hills,2009,21809,3487,2752,6363,327,51355,55358
126011495,Epping - North Epping,2009,22951,7463,3126,14829,794,53543,56460
126011496,Pennant Hills - Cheltenham,2009,23919,11097,4364,12601,796,63146,62813
126021497,Eastwood - Denistone,2009,21710,5804,4093,14182,676,47633,50274
126021498,Gladesville - Huntleys Point,2009,23156,12358,5657,8205,549,66955,63995
126021499,Hunters Hill - Woolwich,2009,28072,50664,12612,5535,664,119972,86210
126021500,Macquarie Park - Marsfield,2009,21607,5596,3600,10448,502,48063,50989
126021501,North Ryde - East Ryde,2009,21329,4427,3183,7340,377,51401,54626
126021502,Ryde - Putney,2009,20656,6871,11151,14532,739,50819,53696
126021503,West Ryde - Meadowbank,2009,22171,4370,2599,10084,495,49068,51091
127011504,Ashcroft - Busby - Miller,2009,17277,-147,2463,7053,275,39013,41543
127011505,Badgerys Creek - Greendale,2009,23304,8932,3398,3850,167,43280,42095
127011506,Cobbitty - Leppington,2009,24561,8045,3149,2664,117,43957,43668
127011507,Green Valley - Cecil Hills,2009,18238,981,3037,13527,554,40945,43412
127011508,Hoxton Park - Horningsea Park,2009,20436,2700,3769,11311,508,44909,47452
127021509,Bonnyrigg Heights - Bonnyrigg,2009,16082,786,2735,7156,280,39083,41667
127021510,Bossley Park - Abbotsbury,2009,23818,2100,2761,9542,394,41252,43519
127021511,Cabramatta - Lansvale,2009,17060,2741,2789,9872,347,35147,37131
127021512,Cabramatta West - Mount Pritchard,2009,18948,2274,2733,7095,279,39345,41730
127021513,Canley Vale - Canley Heights,2009,17019,2741,2785,8276,291,35149,37133
127021514,Edensor Park,2009,23871,2094,2766,4944,204,41257,43523
127021515,Fairfield,2009,19121,1537,2255,6850,249,36347,39136
127021516,Fairfield - West,2009,19246,1538,2254,7076,257,36347,39139
127021517,Greenfield Park - Prairiewood,2009,24030,2094,2758,4065,168,41251,43522
127021518,Horsley Park - Kemps Creek,2009,23110,11867,2280,1646,75,45307,41662
127021519,Smithfield - Wetherill Park,2009,20001,3527,2270,8828,363,41128,43288
127021520,St Johns Park - Wakeley,2009,23683,2095,2760,5565,230,41238,43506
127021521,Wetherill Park Industrial,2009,0,3659,0,11,1,42761,41842
127031522,Casula,2009,19639,2007,2716,6887,291,42187,44788
127031523,Chipping Norton - Moorebank,2009,19573,2007,2709,7333,309,42188,44782
127031524,Holsworthy - Wattle Grove,2009,24782,867,2820,10831,531,49010,51331
127031525,Liverpool - Warwick Farm,2009,19603,2007,2713,13396,565,42187,44783
127031526,Prestons - Lurnea,2009,19135,2170,2657,11994,504,42038,44412
128011527,Caringbah - Lilli Pilli,2009,24412,11657,3936,16183,909,56192,55074
128011528,Cronulla - Kurnell - Bundeena,2009,26625,14677,5440,19212,1155,60136,56074
128011529,Gymea - Grays Point,2009,23685,5110,2979,10442,556,53276,56459
128011530,Miranda - Yowie Bay,2009,22000,7243,3142,10258,510,49746,51480
128011531,Sylvania - Taren Point,2009,20369,15016,5217,9382,525,55942,53147
128021532,Engadine - Loftus,2009,26075,3214,2158,17423,850,48773,51281
128021533,Heathcote - Waterfall,2009,26251,3082,2053,4077,198,48530,50952
128021534,Illawong - Alfords Point,2009,25458,5088,2305,6949,376,54041,54694
128021535,Menai - Lucas Heights - Woronora,2009,25400,5039,2316,13721,739,53882,54619
128021536,Oyster Bay - Como - Jannali,2009,24037,5222,3276,12667,693,54744,56667
128021537,Royal National Park,2009,0,2920,380,11,1,46584,50819
128021538,Sutherland - Kirrawee,2009,24632,3855,2609,11880,594,50019,52943
201011001,Alfredton,2009,18168,8410,1914,4542,191,42024,40751
201011002,Ballarat,2009,18001,8243,1806,6436,268,41616,40507
201011003,Ballarat - North,2009,17955,8478,1894,11971,505,42222,40831
201011004,Ballarat - South,2009,18430,7083,1738,11486,456,39713,39016
201011005,Buninyong,2009,22851,7121,2364,3780,163,43132,42843
201011006,Delacombe,2009,19899,4453,1494,2651,94,35549,36374
201011007,Smythes Creek,2009,22078,5481,1903,1930,71,36688,38520
201011008,Wendouree - Miners Rest,2009,19270,6426,1483,7005,259,36989,38215
201021009,Bacchus Marsh Region,2009,17441,6613,2743,2978,122,40873,43423
201021010,Creswick - Clunes,2009,20964,10538,2563,3828,146,38207,37341
201021011,Daylesford,2009,19646,7427,3578,4467,158,35453,38120
201021012,Gordon (Vic.),2009,18968,7415,1914,3024,120,39645,40641
201031013,Avoca,2009,18060,4881,1407,1682,52,30795,33859
201031014,Beaufort,2009,15097,6248,2120,2010,66,32817,35900
201031015,Golden Plains - North,2009,21185,5954,1951,2143,79,36981,38506
201031016,Maryborough (Vic.),2009,16743,5373,1638,3412,108,31594,33755
201031017,Maryborough Region,2009,21228,5302,1319,2357,68,28927,32872
202011018,Bendigo,2009,19792,7702,1488,7842,313,39934,39455
202011019,California Gully - Eaglehawk,2009,21849,3157,1657,5039,174,34432,35663
202011020,East Bendigo - Kennington,2009,19787,7697,1486,7393,295,39941,39459
202011021,Flora Hill - Spring Gully,2009,19840,7703,1487,4966,198,39934,39454
202011022,Kangaroo Flat - Golden Square,2009,16691,5026,1269,9435,333,35340,36760
202011023,Maiden Gully,2009,20324,5884,1292,2349,97,41119,41753
202011024,Strathfieldsaye,2009,20460,5890,1292,3756,155,41128,41774
202011025,White Hills - Ascot,2009,20184,6441,1359,4682,191,40728,41035
202021026,Bendigo Region - South,2009,21547,5954,1362,3340,132,39558,40755
202021027,Castlemaine,2009,19137,7269,1647,5147,183,35458,36872
202021028,Castlemaine Region,2009,21294,6263,2273,4044,139,34371,36526
202021029,Heathcote,2009,24174,6609,3175,1810,60,33160,35610
202021030,Kyneton,2009,21856,11782,3154,4647,193,41468,40967
202021031,Woodend,2009,29040,8146,3162,3627,177,48689,50265
202031032,Bendigo Region - North,2009,18083,5890,1249,2201,77,34907,36621
202031033,Loddon,2009,17747,6045,1425,3673,102,27635,31637
203011034,Bannockburn,2009,23414,9108,3172,2429,105,43003,44356
203011035,Golden Plains - South,2009,18747,6881,3411,3370,130,38629,41449
203011036,Winchelsea,2009,24661,9647,4606,3149,128,40507,42096
203021037,Belmont,2009,20350,7920,1853,7930,336,42418,43035
203021038,Corio - Norlane,2009,20270,4644,3754,11224,415,36996,37554
203021039,Geelong,2009,20025,13418,2908,7162,341,47591,43962
203021040,Geelong West - Hamlyn Heights,2009,18015,5779,2205,10474,448,42796,43931
203021041,Grovedale,2009,20333,7920,1853,11470,487,42415,43032
203021042,Highton,2009,20383,8056,2001,10846,461,42521,43059
203021043,Lara,2009,20298,5284,2339,8187,370,45128,46598
203021044,Leopold,2009,20793,5783,2014,5367,223,41534,43304
203021045,Newcomb - Moolap,2009,19605,5798,2637,7695,305,39600,40454
203021046,Newtown (Vic.),2009,20553,18839,3522,6581,363,55117,47631
203021047,North Geelong - Bell Park,2009,21210,6048,2502,7429,302,40671,41819
203031048,Clifton Springs,2009,20420,7835,3480,6442,253,39200,40527
203031049,Lorne - Anglesea,2009,21819,12679,3327,3018,116,38374,37305
203031050,Ocean Grove - Barwon Heads,2009,21444,10516,3056,10698,465,43450,43339
203031051,Portarlington,2009,19805,9656,2226,3035,108,35588,38949
203031052,Queenscliff,2009,22256,20416,2090,2594,117,45238,41963
203031053,Torquay,2009,26371,10507,3440,8415,392,46598,46004
204011054,Alexandra,2009,22588,7314,1918,3529,115,32536,34209
204011055,Euroa,2009,19410,8778,2728,3351,105,31240,33936
204011056,Kilmore - Broadford,2009,26966,6117,2963,6064,247,40767,42167
204011057,Mansfield (Vic.),2009,23539,8535,1957,4431,144,32556,33330
204011058,Nagambie,2009,23572,8774,1508,2009,71,35210,37159
204011059,Seymour,2009,18676,6902,2534,3167,118,37249,37281
204011060,Seymour Region,2009,22000,9847,1708,1511,58,38523,39069
204011061,Upper Yarra Valley,2009,12282,5564,3206,105,4,35354,36585
204011062,Yea,2009,22834,7361,1899,1871,65,34706,37295
204021063,Benalla,2009,22414,6939,1627,5430,197,36254,37331
204021064,Benalla Region,2009,17968,7044,2304,2172,68,31469,35563
204021065,Rutherglen,2009,21168,9056,1218,2188,82,37288,38669
204021066,Wangaratta,2009,17570,7521,1582,9637,358,37123,36442
204021067,Wangaratta Region,2009,19206,6953,1510,5812,198,34002,35920
204031068,Beechworth,2009,20163,5528,4051,2429,87,35781,37092
204031069,Bright - Mount Beauty,2009,27811,5922,2214,4488,154,34280,35203
204031070,Chiltern - Indigo Valley,2009,25241,4029,1386,1754,68,38615,41864
204031071,Myrtleford,2009,21707,5889,1919,2643,91,34450,35184
204031072,Towong,2009,19057,5753,2071,3397,116,34085,36871
204031073,West Wodonga,2009,21044,4394,1727,8019,321,40081,40610
204031074,Wodonga,2009,21609,4809,1917,11342,458,40402,40827
204031075,Yackandandah,2009,28471,6059,3093,2453,100,40821,42322
205011076,Drouin,2009,19519,7018,1722,6416,236,36727,38358
205011077,Mount Baw Baw Region,2009,18306,6050,1609,3023,112,37156,40335
205011078,Trafalgar (Vic.),2009,21635,6452,2531,3794,154,40468,42782
205011079,Warragul,2009,18965,8092,2058,9522,388,40764,41312
205021080,Alps - East,2009,0,0,0,0,0,0,0
205021081,Bairnsdale,2009,17399,7938,2355,7277,261,35816,36511
205021082,Bruthen - Omeo,2009,17459,8005,2148,4140,139,33665,34738
205021083,Lake King,2009,0,0,0,0,0,0,0
205021084,Lakes Entrance,2009,20669,9005,2680,4776,162,34012,34780
205021085,Orbost,2009,24965,6631,2838,3472,115,32975,33757
205021086,Paynesville,2009,21060,9130,2888,2753,94,34187,35867
205031087,Foster,2009,20652,7519,1891,4687,157,33449,34805
205031088,French Island,2009,0,14014,6388,61,1,22677,23592
205031089,Korumburra,2009,23119,6135,2240,4930,174,35235,37888
205031090,Leongatha,2009,17139,7497,2199,6178,225,36431,37782
